1 - The Shawshank Redemption (1994) - Starring: 9.3
2 - The Godfather (1972) - Starring: 9.2
3 - The Dark Knight (2008) - Starring: 9.0
4 - The Godfather Part II (1974) - Starring: 9.0
5 - 12 Angry Men (1957) - Starring: 9.0
6 - Schindler's List (1993) - Starring: 9.0
7 - Pulp Fiction (2003) - Starring: 9.0
8 - The Lord of the Rings: The Return of the King (1994) - Starring: 8.9
9 - The Good, the Bad and the Ugly (2001) - Starring: 8.9
